ROOT_MEM_NAME	TYPE	NUM_FRAMES	PARTS	BOX_SIZE	STATIC	SKIP_IMPORT	BITDEPTH	paletteRef	DITHER	IMPORT_SIZE	imageCompression	imageQuality	MATTE_OUT_EDGES	DUMMY_COLOR	
common_arbo_gui_map_dreejalvin	common_arbo	3	[#down, #OVER, #UP]	[132, 11]	1	0	16	systemWin	1	[132, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_eltasiktar	common_arbo	3	[#down, #OVER, #UP]	[122, 10]	1	0	16	systemWin	1	[122, 10]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_euripedes	common_arbo	5	[#down, #Header, #OVER, #title, #UP]	[268, 32]	1	0	16	systemWin	1	[268, 32]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_header	common_arbo	1	[]	[186, 23]	1	0	16	systemWin	1	[186, 23]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_jungle	common_arbo	5	[#down, #Header, #OVER, #title, #UP]	[268, 50]	1	0	16	systemWin	1	[268, 50]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_kek	common_arbo	3	[#down, #OVER, #UP]	[55, 10]	1	0	16	systemWin	1	[55, 10]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_miningcamp	common_arbo	5	[#down, #Header, #OVER, #title, #UP]	[268, 60]	1	0	16	systemWin	1	[268, 60]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_quest	common_arbo	5	[#down, #Header, #OVER, #title, #UP]	[268, 26]	1	0	16	systemWin	1	[268, 26]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_slavecamp	common_arbo	5	[#down, #Header, #OVER, #title, #UP]	[268, 31]	1	0	16	systemWin	1	[268, 31]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_map_village	common_arbo	5	[#down, #Header, #OVER, #title, #UP]	[268, 46]	1	0	16	systemWin	1	[268, 46]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_arbo_gui_panel_bkgds	common_arbo	8	[#arena_agility, #arena_brains, #arena_power, #arena_speed, #cave, #drakmeers, #jungle, #quest]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	78	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_arbo_riddle	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_euripedes_entrance	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_free_prisoner	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	2	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_haul_junk	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_mazepedestal	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_see_prisoner	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_taskmaster_threat	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_taskmaster_warning	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_vilda	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	60	2	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_viniculum	taskCard	1	[]	[137, 137]	1	0	16	systemWin	1	[137, 137]	jpeg	80	1	rgb( 255, 0, 0 )	
common_arbo_gui_taskcard_zoron_statues	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	60	2	rgb( 255, 0, 0 )	
common_dv_gui_map_arbo	common_dv	3	[#down, #OVER, #UP]	[65, 15]	1	0	16	systemWin	1	[65, 15]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_downtown	common_dv	3	[#down, #OVER, #UP]	[244, 72]	1	0	16	systemWin	1	[244, 72]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_downtown_title	common_dv	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_dv_bkg	common_dv	1	[]	[739, 410]	1	0	16	systemWin	1	[739, 410]	jpeg	80	1	rgb( 255, 0, 0 )	
common_dv_gui_map_eltasiktar	common_dv	3	[#down, #OVER, #UP]	[113, 13]	1	0	16	systemWin	1	[113, 13]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_entrance	common_dv	3	[#down, #OVER, #UP]	[105, 74]	1	0	16	systemWin	1	[105, 74]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_entrance_title	common_dv	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_header	common_dv	1	[]	[224, 44]	1	0	16	systemWin	1	[224, 44]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_institute	common_dv	3	[#down, #OVER, #UP]	[76, 126]	1	0	16	systemWin	1	[76, 126]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_institute_title	common_dv	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_kek	common_dv	3	[#down, #OVER, #UP]	[56, 14]	1	0	16	systemWin	1	[56, 14]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_macro	common_dv	3	[#down, #OVER, #UP]	[124, 53]	1	0	16	systemWin	1	[124, 53]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_macro_title	common_dv	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_mok	common_dv	3	[#down, #OVER, #UP]	[148, 53]	1	0	16	systemWin	1	[148, 53]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_mok_title	common_dv	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_sewers	common_dv	3	[#down, #OVER, #UP]	[238, 88]	1	0	16	systemWin	1	[238, 88]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_map_sewers_title	common_dv	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_arenacharm	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_arenaspeed	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_downtown	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_institute	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_macro	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_mok	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_panel_bkgds_sewer	common_dv	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_dv_questcomplete	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_gorm_portrait	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_hover_lobby	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_hover_loses	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_hover_wins	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_it_kiosk	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_it_make_exp	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_it_make_zoronbreath	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_it_sewerexit	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_macro_it_door	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_mok_ped1	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_rooftop_cycle	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_rooftop_door	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_sewer_equiprepulse	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_sewer_firstarrives	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_sewer_gateway1	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_upgrade	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_dv_gui_taskcard_viniculum	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_map_anaka	common_es	3	[#down, #OVER, #UP]	[106, 48]	1	0	16	systemWin	1	[106, 48]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_anaka_title	common_es	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_arbo	common_es	3	[#down, #OVER, #UP]	[49, 11]	1	0	16	systemWin	1	[49, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_bonglandoi	common_es	3	[#down, #OVER, #UP]	[75, 43]	1	0	16	systemWin	1	[75, 43]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_bonglandoi_title	common_es	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_dreejalvin	common_es	3	[#down, #OVER, #UP]	[97, 11]	1	0	16	systemWin	1	[97, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_es_bkg	common_es	1	[]	[739, 410]	1	0	16	systemWin	1	[739, 410]	jpeg	60	1	rgb( 255, 0, 0 )	
common_es_gui_map_header	common_es	1	[]	[224, 44]	1	0	16	systemWin	1	[224, 44]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_kek	common_es	3	[#down, #OVER, #UP]	[42, 11]	1	0	16	systemWin	1	[42, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_narkeenin	common_es	3	[#down, #OVER, #UP]	[103, 41]	1	0	16	systemWin	1	[103, 41]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_narkeenin_title	common_es	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_oneli	common_es	3	[#down, #OVER, #UP]	[439, 70]	1	0	16	systemWin	1	[439, 70]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_oneli_title	common_es	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_qarsikti	common_es	3	[#down, #OVER, #UP]	[101, 38]	1	0	16	systemWin	1	[101, 38]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_qarsikti_title	common_es	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_sontoori	common_es	3	[#down, #OVER, #UP]	[106, 41]	1	0	16	systemWin	1	[106, 41]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_map_sontoori_title	common_es	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_es_gui_panel_bkgds_arenacharm	common_es	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_es_gui_panel_bkgds_arenapower	common_es	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_es_gui_panel_bkgds_cave	common_es	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_es_gui_panel_bkgds_exterior	common_es	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	jpeg	40	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_captivitypod_eltaan	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_captivitypod_gropert	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_charged_ice_orbs	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_charnum	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_charnums_active	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_ice_door	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_ice_orbs	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_shard	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_snowbeast	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_subportal	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_es_gui_taskcard_tyreena	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	70	1	rgb( 255, 0, 0 )	
common_kek_gui_map_arbo	common_kek	3	[#down, #OVER, #UP]	[49, 11]	1	0	16	systemWin	1	[49, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_botyard1	common_kek	3	[#down, #OVER, #UP]	[134, 25]	1	0	16	systemWin	1	[134, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_botyard1_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_botyard2	common_kek	3	[#down, #OVER, #UP]	[127, 22]	1	0	16	systemWin	1	[127, 22]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_botyard2_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockA	common_kek	3	[#down, #OVER, #UP]	[132, 34]	1	0	16	systemWin	1	[132, 34]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockA_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockB	common_kek	3	[#down, #OVER, #UP]	[129, 38]	1	0	16	systemWin	1	[129, 38]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockB_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockC	common_kek	3	[#down, #OVER, #UP]	[131, 43]	1	0	16	systemWin	1	[131, 43]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockC_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockD	common_kek	3	[#down, #OVER, #UP]	[130, 40]	1	0	16	systemWin	1	[130, 40]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_cellblockD_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_dreejalvin	common_kek	3	[#down, #OVER, #UP]	[97, 11]	1	0	16	systemWin	1	[97, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_eltasiktar	common_kek	3	[#down, #OVER, #UP]	[98, 11]	1	0	16	systemWin	1	[98, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_entrance	common_kek	3	[#down, #OVER, #UP]	[90, 79]	1	0	16	systemWin	1	[90, 79]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_entrance_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_final	common_kek	3	[#down, #OVER, #UP]	[118, 61]	1	0	16	systemWin	1	[118, 61]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_final_title	common_kek	1	[]	[268, 11]	1	0	16	systemWin	1	[268, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_header	common_kek	1	[]	[224, 44]	1	0	16	systemWin	1	[224, 44]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_interrogation_title	common_kek	1	[]	[1, 1]	1	0	16	systemWin	1	[1, 1]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_map_kek_bkg	common_kek	1	[]	[739, 410]	1	0	16	systemWin	1	[739, 410]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_panel_bkgds_botyard	common_kek	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_panel_bkgds_cells	common_kek	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_panel_bkgds_exterior	common_kek	1	[]	[370, 388]	1	0	16	systemWin	1	[370, 388]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_panel_bkgds_final	common_kek	1	[]	[770, 440]	1	0	16	systemWin	1	[770, 440]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_botyard	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_broken_portal	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_camera_control	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_cellblock	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_fixed_portal	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_gorm_cursing	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_guards_attack	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_manhole	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	jpeg	80	1	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_prison_bars	taskCard	1	[]	[180, 280]	1	0	32	systemWin	0	[180, 280]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_gui_taskcard_prison_passage	taskCard	1	[]	[139, 139]	1	0	16	systemWin	1	[139, 139]	movieSetting	80	1	rgb( 255, 0, 0 )	
common2_gui_challenge_fg_npc_stats	common	1	[]	[129, 77]	1	0	16	systemWin	1	[129, 77]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_char_glinch_fx	common	1	[]	[50, 150]	0	0	16	systemWin	1	[50, 150]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_gui_char_upgrade_fx	common	1	[]	[164, 290]	1	0	16	systemWin	1	[164, 290]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_gui_direction_cursor	common	8	[#down, #down_mask, #left, #left_mask, #right, #right_mask, #UP, #up_mask]	[18, 18]	1	0	1	systemWin	0	[18, 18]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_large_containment	common	1	[]	[66, 66]	1	0	16	systemWin	1	[66, 66]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_large_help	common	1	[]	[66, 66]	1	0	16	systemWin	1	[66, 66]	jpeg	70	1	rgb( 255, 0, 0 )	
common2_gui_help_large_rooftop	common	1	[]	[66, 66]	1	0	16	systemWin	1	[66, 66]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_large_sewer	common	1	[]	[66, 66]	1	0	16	systemWin	1	[66, 66]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_large_sewerbot	common	1	[]	[66, 66]	1	0	16	systemWin	1	[66, 66]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_small_rooftop	common	1	[]	[37, 24]	1	0	16	systemWin	1	[37, 24]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_small_sewer	common	1	[]	[37, 24]	1	0	16	systemWin	1	[37, 24]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_gui_help_small_sewerbot	common	1	[]	[37, 24]	1	0	16	systemWin	1	[37, 24]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_gui_upgrade_bkg	dv_mok	1	[]	[368, 380]	1	0	16	systemWin	1	[368, 380]	jpeg	70	0	rgb( 255, 0, 0 )	
