ROOT_MEM_NAME	TYPE	NUM_FRAMES	PARTS	BOX_SIZE	STATIC	MASS	HEIGHT	SCRIPT_NAME	SKIP_IMPORT	BITDEPTH	paletteRef	DITHER	IMPORT_SIZE	imageCompression	imageQuality	MATTE_OUT_EDGES	DUMMY_COLOR	
common_kek_prison_bars	common_kek	1	[]	[180, 280]	1	5	1	ActionZoneElement	0	32	systemWin	0	[180, 280]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisondoors	common_kek	3	[]	[50, 9]	1	5	1	ActionZoneElement	0	16	systemWin	1	[50, 9]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Amphibib	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Aquart	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Arbonian	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_dvcitizen	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_dvpunkfemale_head1	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_dvpunkfemale_head2	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_dvpunkmale	common_kek	1	[]	[50, 50]	1	5	1	ActionZoneElement	0	16	systemWin	1	[50, 50]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_dvpunkmale_head1	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_dvpunkmale_head3	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_eseltaan_head1	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_eseltaan_head2	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_eseltaan_head3	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Gnashref	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Siktari	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Urwhal	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Vand	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Vinic	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_Wexer	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_prisoners_YashZar	common_kek	1	[]	[24, 16]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 16]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_sewerbot	common_kek	7	[]	[15, 20]	1	5	12	ActionZoneElement	0	16	systemWin	1	[15, 20]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_sewerbotattack	common_kek	7	[]	[15, 20]	1	5	12	ActionZoneElement	0	16	systemWin	1	[15, 20]	movieSetting	80	0	rgb( 255, 0, 0 )	
common_kek_shield	common_kek	1	[]	[50, 50]	1	5	1	ActionZoneElement	0	16	systemWin	1	[50, 50]	movieSetting	0	0	rgb( 255, 0, 0 )	
common_kek_switch	common_kek	3	[#down, #off, #UP]	[19, 6]	1	5	1	ActionZoneElement	0	16	systemWin	1	[19, 6]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_antennae	common	1	[]	[48, 49]	1	5	1	ActionZoneElement	0	16	systemWin	1	[48, 49]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_botrepulseray	common	5	[]	[80, 80]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 80]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_charInventory_item_antidote	common	1	[]	[21, 19]	1	5	1	ActionZoneInventoryItem	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_codekey	common	1	[]	[20, 20]	1	5	1	ActionZoneElement	0	16	systemWin	1	[20, 20]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_containment	common	1	[]	[21, 19]	1	5	1	ActionZoneContainmentDevice	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_note	common	1	[]	[21, 19]	1	5	1	ActionZoneElement	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_passkey	common	1	[]	[21, 19]	1	5	1	ActionZoneInventoryItem	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_repulsor	common	1	[]	[21, 19]	1	5	1	ActionZoneInventoryItem	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_upgrade1	common	1	[]	[21, 19]	1	5	1	ActionZoneInventoryItem	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_upgrade2	common	1	[]	[21, 19]	1	5	1	ActionZoneInventoryItem	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_upgrade3	common	1	[]	[21, 19]	1	5	1	ActionZoneInventoryItem	0	16	systemWin	1	[21, 19]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_charInventory_item_wanted	common	5	[#Amphibib, #Siktari, #Urwhal, #Vinic, #Wexer]	[137, 137]	1	5	1	ActionZoneElement	0	16	systemWin	1	[137, 137]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_containment_circle	common	1	[]	[60, 60]	1	5	1	ActionZoneElement	0	16	systemWin	1	[60, 60]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_countdown	common	1	[]	[36, 36]	1	5	1	ActionZoneElement	0	16	systemWin	1	[36, 36]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_doors	common	5	[]	[77, 8]	1	5	1	ActionZoneElement	0	16	systemWin	1	[77, 8]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_fan	common	4	[]	[24, 24]	1	5	1	ActionZoneElement	0	16	systemWin	1	[24, 24]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_qorium_pile	common	1	[]	[23, 21]	1	5	1	ActionZoneElement	0	16	systemWin	1	[23, 21]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_roofentrance	common	2	[#off, #on]	[109, 22]	1	5	1	ActionZoneRoofEntrance	0	16	systemWin	1	[109, 22]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_roofexit	common	2	[#off, #on]	[120, 22]	1	5	1	ActionZoneRoofEntrance	0	16	systemWin	1	[120, 22]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_scientist	common	1	[]	[15, 15]	1	5	1	ActionZoneElement	0	16	systemWin	1	[100, 100]	movieSetting	0	0	rgb( 255, 0, 0 )	
common2_score	common	10	[]	[7, 8]	1	5	1	ActionZoneElement	0	8	systemWin	0	[7, 8]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_sewerentrance	common	1	[]	[45, 45]	1	5	1	ActionZoneElement	0	16	systemWin	1	[45, 45]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_sewerentrance_locked	common	1	[]	[45, 45]	1	5	1	ActionZoneElement	0	16	systemWin	1	[45, 45]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_smog	common	5	[]	[50, 50]	1	5	1	ActionZoneElement	0	8	systemWin	0	[50, 50]	movieSetting	80	0	rgb( 255, 0, 0 )	
common2_steam	common	5	[]	[50, 50]	1	5	1	ActionZoneElement	0	16	systemWin	0	[50, 50]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_boge_shadow	common	1	[]	[20, 22]	1	5	1	ActionZoneElement	0	16	systemWin	1	[20, 22]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_bogegenerator	common	2	[#off, #on]	[57, 51]	1	5	1	ActionZoneElement	0	16	systemWin	1	[57, 51]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_boges	common	4	[]	[28, 28]	1	5	1	ActionZoneElement	0	16	systemWin	1	[28, 28]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_bogexplosion	common	4	[]	[25, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[25, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_breath	common	6	[]	[67, 68]	1	5	1	ActionZoneElement	0	16	systemWin	1	[67, 68]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_prison_blend	common	1	[]	[53, 62]	1	5	1	ActionZoneElement	0	8	systemWin	0	[53, 62]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_prison_light_locked	common	1	[]	[53, 62]	1	5	1	ActionZoneElement	0	16	systemWin	0	[53, 62]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_prison_prison	common	1	[]	[53, 62]	1	5	1	ActionZoneElement	0	16	systemWin	0	[53, 62]	movieSetting	80	0	rgb( 255, 0, 0 )	
common3_prison_prisondoor	common	4	[]	[53, 62]	1	5	1	ActionZoneElement	0	16	systemWin	0	[53, 62]	movieSetting	80	0	rgb( 255, 0, 0 )	
demo_elta_bkg	BKGRND	2	[#heightmap, #visual]	[2374, 440]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[2374, 440]	movieSetting	80	0	rgb( 255, 0, 0 )	
demo_zone_bkg	BKGRND	2	[#heightmap, #visual]	[770, 440]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[770, 440]	jpeg	69	0	rgb( 255, 0, 0 )	
demo_zone_darkcrystal	demo_zone	1	[]	[100, 100]	1	5	1	ActionZoneElement	0	16	systemWin	1	[100, 100]	movieSetting	0	0	rgb( 255, 0, 0 )	
demo_zone_nav_graph_marker	demo_zone	1	[]	[20, 20]	1	5	1	NavMapPoint	0	16	systemWin	1	[20, 20]	movieSetting	80	0	rgb( 255, 0, 0 )	
demo_zone_polybridge	demo_zone	1	[]	[120, 120]	1	5	1	ActionZoneElement	0	16	systemWin	1	[120, 120]	movieSetting	80	0	rgb( 255, 0, 0 )	
demo_zone_puzzle_tile	demo_zone	2	[]	[40, 40]	1	5	1	ActionZoneElement	0	16	systemWin	1	[40, 40]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_bkg	BKGRND	2	[#heightmap, #visual]	[1917, 1476]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1917, 1476]	jpeg	80	0	rgb( 255, 0, 0 )	
dv_downtown_bridge_diagonal	dv_downtown	1	[]	[109, 109]	1	5	1	ActionZoneElement	0	16	systemWin	1	[109, 109]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_bridge_vertical	dv_downtown	1	[]	[60, 99]	1	5	1	ActionZoneElement	0	16	systemWin	1	[60, 99]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_charm_arena	BKGRND	2	[#heightmap, #visual]	[770, 440]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[770, 440]	jpeg	80	0	rgb( 255, 0, 0 )	
dv_downtown_merchant1	dv_downtown	1	[]	[32, 20]	1	5	1	ActionZoneElement	0	16	systemWin	1	[32, 20]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_merchant2	dv_downtown	1	[]	[32, 18]	1	5	1	ActionZoneElement	0	16	systemWin	1	[32, 18]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_merchant3	dv_downtown	1	[]	[32, 21]	1	5	1	ActionZoneElement	0	16	systemWin	1	[32, 21]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_neon_diagonal	dv_downtown	1	[]	[75, 77]	1	5	1	ActionZoneElement	0	16	systemWin	1	[75, 77]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_neon_double	dv_downtown	1	[]	[175, 187]	1	5	1	ActionZoneElement	0	16	systemWin	1	[175, 187]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_neon_horizontal	dv_downtown	1	[]	[79, 10]	1	5	1	ActionZoneElement	0	16	systemWin	1	[79, 10]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_phonewire_long	dv_downtown	1	[]	[160, 159]	1	5	1	ActionZoneElement	0	16	systemWin	1	[160, 159]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_phonewire_short	dv_downtown	1	[]	[53, 53]	1	5	1	ActionZoneElement	0	16	systemWin	1	[53, 53]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_pipes	dv_downtown	1	[]	[82, 11]	1	5	1	ActionZoneElement	0	16	systemWin	1	[82, 11]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_pipes2	dv_downtown	1	[]	[80, 10]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 10]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_portal	dv_downtown	4	[]	[52, 49]	1	5	1	ActionZoneElement	0	16	systemWin	1	[52, 49]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_radar	dv_downtown	1	[]	[57, 57]	1	5	1	ActionZoneElement	0	16	systemWin	1	[57, 57]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_rooftop1	dv_downtown	1	[]	[275, 168]	1	5	1	ActionZoneElement	0	16	systemWin	1	[275, 168]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_rooftop2	dv_downtown	1	[]	[304, 412]	1	5	1	ActionZoneElement	0	16	systemWin	1	[304, 412]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_speed_arena	BKGRND	2	[#heightmap, #visual]	[770, 440]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[770, 440]	jpeg	80	0	rgb( 255, 0, 0 )	
dv_downtown_store_sign1	dv_downtown	1	[]	[42, 4]	1	5	1	ActionZoneElement	0	16	systemWin	1	[42, 4]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_store_sign2	dv_downtown	1	[]	[28, 4]	1	5	1	ActionZoneElement	0	16	systemWin	1	[28, 4]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_downtown_street_sign1	dv_downtown	1	[]	[28, 21]	1	5	1	ActionZoneElement	0	16	systemWin	1	[28, 21]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_entrance_bkg	BKGRND	2	[#heightmap, #visual]	[770, 440]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[770, 440]	jpeg	85	0	rgb( 255, 0, 0 )	
dv_entrance_hoverbike	dv_entrance	1	[]	[58, 178]	1	5	1	ActionZoneElement	0	16	systemWin	1	[58, 178]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_institute_beaker	dv_institute	1	[]	[14, 14]	1	5	1	ActionZoneElement	0	16	systemWin	0	[14, 14]	movieSetting	0	0	rgb( 255, 0, 0 )	
dv_institute_beaker_throwing	dv_institute	1	[]	[30, 30]	0	5	1	ActionZoneBeaker	0	16	systemWin	1	[30, 30]	movieSetting	0	0	rgb( 255, 0, 0 )	
dv_institute_bkg	BKGRND	2	[#heightmap, #visual]	[1000, 1448]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1000, 1448]	jpeg	80	0	rgb( 255, 0, 0 )	
dv_institute_camera	dv_institute	1	[]	[13, 13]	1	5	1	ActionZoneSecurityCamera	0	16	systemWin	1	[13, 13]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_institute_doors	dv_institute	5	[]	[77, 8]	1	5	1	ActionZoneElement	0	16	systemWin	1	[77, 8]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_institute_lid	dv_institute	1	[]	[27, 27]	1	5	1	ActionZoneElement	0	16	systemWin	1	[27, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_bkg	BKGRND	2	[#heightmap, #visual]	[1800, 1200]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1800, 1200]	jpeg	81	0	rgb( 255, 0, 0 )	
dv_macro_border	dv_macro	3	[]	[35, 3]	1	5	1	ActionZoneElement	0	16	systemWin	0	[35, 3]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_boundarypod	dv_macro	1	[]	[35, 36]	1	5	1	ActionZoneElement	0	16	systemWin	0	[35, 36]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building_dventrance	dv_macro	1	[]	[64, 43]	1	5	1	ActionZoneElement	0	16	systemWin	0	[64, 43]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building_hoverduel	dv_macro	1	[]	[366, 62]	1	5	1	ActionZoneElement	0	16	systemWin	0	[366, 62]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building_institute	dv_macro	1	[]	[90, 90]	1	5	1	ActionZoneElement	0	16	systemWin	0	[90, 90]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building_mok	dv_macro	1	[]	[121, 66]	1	5	1	ActionZoneElement	0	16	systemWin	0	[121, 66]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building1	dv_macro	1	[]	[49, 69]	1	5	1	ActionZoneElement	0	16	systemWin	0	[49, 69]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building2	dv_macro	1	[]	[74, 78]	1	5	1	ActionZoneElement	0	16	systemWin	0	[74, 78]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_building3	dv_macro	1	[]	[88, 89]	1	5	1	ActionZoneElement	0	16	systemWin	0	[88, 89]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_citylights	dv_macro	1	[]	[3, 3]	1	5	1	ActionZoneElement	0	16	systemWin	1	[3, 3]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_citytile	dv_macro	1	[]	[900, 600]	1	5	1	ActionZoneElement	0	16	systemWin	1	[900, 600]	jpeg	85	0	rgb( 255, 0, 0 )	
dv_macro_cloud	dv_macro	1	[]	[435, 317]	1	5	1	ActionZoneElement	0	16	systemWin	0	[435, 317]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_explosion	dv_macro	6	[]	[40, 41]	1	5	1	ActionZoneElement	0	16	systemWin	0	[40, 41]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_gate_closed	dv_macro	1	[]	[38, 4]	1	5	1	ActionZoneElement	0	16	systemWin	1	[38, 4]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_gate_open	dv_macro	1	[]	[33, 28]	1	5	1	ActionZoneElement	0	16	systemWin	1	[33, 28]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_hoverbike	dv_macro	2	[]	[5, 5]	1	5	1	ActionZoneElement	0	16	systemWin	0	[10, 30]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_hovercar	dv_macro	1	[]	[10, 17]	1	5	1	ActionZoneElement	0	16	systemWin	0	[10, 17]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_landingpad	dv_macro	4	[]	[22, 22]	1	5	1	ActionZoneElement	0	16	systemWin	1	[22, 22]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_landingplatform	dv_macro	1	[]	[28, 40]	1	5	1	ActionZoneElement	0	16	systemWin	1	[28, 40]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_rooflight	dv_macro	1	[]	[3, 3]	1	5	1	ActionZoneElement	0	16	systemWin	1	[3, 3]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_score	dv_macro	1	[]	[1, 1]	1	5	1	ActionZoneElement	0	16	systemWin	1	[1, 1]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_smallhovercar	dv_macro	1	[]	[6, 12]	1	5	1	ActionZoneElement	0	16	systemWin	1	[6, 12]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_spark	dv_macro	5	[]	[5, 9]	1	5	1	ActionZoneElement	0	16	systemWin	1	[5, 9]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_macro_traffic	dv_macro	5	[]	[55, 55]	1	5	1	ActionZoneElement	0	16	systemWin	1	[55, 55]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_bkg	BKGRND	2	[#heightmap, #visual]	[1050, 910]	1	5	1	ActionZoneBackground	0	16	systemWin	1	[1050, 910]	jpeg	75	0	rgb( 255, 0, 0 )	
dv_mok_mok_exit	dv_mok	1	[]	[109, 45]	1	5	1	ActionZoneElement	0	16	systemWin	1	[109, 45]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_note	dv_mok	4	[]	[25, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[25, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_passkey	dv_mok	4	[]	[25, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[25, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_puzzle_tile	dv_mok	3	[]	[33, 33]	1	5	1	ActionZoneElement	0	16	systemWin	1	[33, 33]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_quest	dv_mok	4	[]	[25, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[25, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_mok_tile	dv_mok	1	[]	[525, 455]	1	5	1	ActionZoneElement	0	16	systemWin	1	[525, 455]	jpeg	40	0	rgb( 255, 0, 0 )	
dv_sewer_bkg	BKGRND	2	[#heightmap, #visual]	[757, 433]	1	5	1	ActionZoneSewerBackground	0	16	systemWin	1	[757, 433]	jpeg	70	0	rgb( 255, 0, 0 )	
dv_sewer_crate	dv_sewer	1	[]	[27, 27]	1	5	1	ActionZoneElement	0	16	systemWin	1	[27, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_doubledoor	dv_sewer	1	[]	[104, 12]	1	5	1	ActionZoneSewerDoor	0	16	systemWin	1	[104, 12]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_ext_block	dv_sewer	1	[]	[27, 27]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[27, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_ext_corner	dv_sewer	1	[]	[54, 54]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[54, 54]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_ext_longwall	dv_sewer	1	[]	[324, 27]	1	5	1	ActionZoneElement	0	16	systemWin	1	[324, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_ext_shortwall	dv_sewer	1	[]	[138, 27]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[138, 27]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_grate	dv_sewer	1	[]	[23, 21]	1	5	1	ActionZoneElement	0	16	systemWin	1	[23, 21]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_kennel	dv_sewer	2	[]	[27, 28]	1	5	1	ActionZoneBotSlot	0	16	systemWin	1	[27, 28]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_L_joint	dv_sewer	1	[]	[34, 34]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[34, 34]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_portal_bkg	dv_sewer	1	[]	[163, 166]	1	5	1	ActionZoneElement	0	16	systemWin	1	[163, 166]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_recharger	dv_sewer	1	[]	[59, 32]	1	5	1	ActionZoneElement	0	16	systemWin	1	[59, 32]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sector1	dv_sewer	1	[]	[80, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sector2	dv_sewer	1	[]	[80, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sector3	dv_sewer	1	[]	[80, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sector4	dv_sewer	1	[]	[80, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sector5	dv_sewer	1	[]	[80, 25]	1	5	1	ActionZoneElement	0	16	systemWin	1	[80, 25]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sewage	dv_sewer	9	[]	[72, 49]	1	5	1	ActionZoneElement	0	16	systemWin	1	[72, 49]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sewerbot	dv_sewer	7	[]	[5, 5]	1	5	5	ActionZoneSewerBot	0	16	systemWin	1	[15, 20]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sewerbotattack	dv_sewer	7	[]	[5, 5]	1	5	5	ActionZoneElement	0	16	systemWin	1	[15, 20]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_singledoor	dv_sewer	1	[]	[104, 12]	1	5	1	ActionZoneSewerDoor	0	16	systemWin	1	[104, 12]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_sofa	dv_sewer	1	[]	[81, 81]	1	5	1	ActionZoneElement	0	16	systemWin	1	[81, 81]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_switch	dv_sewer	3	[#down, #off, #UP]	[19, 6]	1	5	1	ActionZoneSwitch	0	16	systemWin	1	[19, 6]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_T_joint	dv_sewer	1	[]	[54, 34]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[54, 34]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_trash_large	dv_sewer	1	[]	[88, 72]	1	5	1	ActionZoneElement	0	16	systemWin	1	[88, 72]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_trash_small	dv_sewer	1	[]	[51, 47]	1	5	1	ActionZoneElement	0	16	systemWin	1	[51, 47]	movieSetting	80	0	rgb( 255, 0, 0 )	
dv_sewer_wall_1grid	dv_sewer	1	[]	[27, 14]	1	5	1	ActionZoneSewerWall	0	16	systemWin	1	[27, 14]	movieSetting	80	0	rgb( 255, 0, 0 )	
